word,frequency
முடிந்தவுடன்,1
ஹாலில்,1
திரும்பிப்,1
ஏழைப்,1
வாழ்ந்தது,1
கையிலிருந்து,1
வாய்,1
தந்திரங்களைச்,1
செய்வீர்கள்,1
அப்பாவும்,1
எதிராக,1
பாவத்தைச்,1
செய்துவிட்டீர்கள்,1
ஆக்காதது,1
தவறு,1
நியாயமற்றவன்,1
நன்றிகெட்டவன்,1
இருக்கவில்லையா,1
மகிழ்ச்சியாகத்தான்,1
அறையை,1
செய்கிறாள்,1
தொல்லை,1
இருந்திருக்கிறேன்,1
குழந்தையாக,1
இருந்ததைப்,1
பொம்மைகளாக,1
அவர்களுடன்,1
நினைத்தது,1
சொல்வதில்,1
ஓரளவு,1
மிகைப்படுத்தப்பட்டதாகவும்,1
பதட்டமாகவும்,1
முடிந்து,1
பாட,1
யாருடைய,1
பாடங்கள்,1
என்னுடையதா,1
குழந்தைகளின்தா,1
உன்னுடையதும்,1
செல்லக்,1
மனைவியா,1
கல்வி,1
கற்பிக்க,1
அழைப்பாளர்,1
அப்படியும்,1
சொல்லலாம்,1
வளர்ப்பதற்கு,1
எவ்வாறு,1
அந்நியன்,1
நேரத்துக்கு,1
சொன்னே,1
வரச்,1
வளர்க்கறத,1
துணிச்சல்,1
கோபத்தில்,1
கவனிக்கிறீங்க,1
பணிக்கு,1
முதல்ல,1
வந்தார்,1
கற்றுக்க,1
பண்ணணும்,1
அதனாலதான்,1
வேண்டுமென்றால்,1
தனிமையில்,1
நிற்க,1
இங்கிருந்து,1
கிளம்புறேன்,1
செல்வாள்னு,1
தடுக்கிறேன்,1
தடை,1
செய்வதால்,1
சொந்தமானதை,1
சென்றானா,1
இப்போதோ,1
பின்னரோ,1
வீட்டிற்குச்,1
செய்வதற்கு,1
குருட்டு,1
பெண்ணே,1
சார்,1
பயண,1
கைவிட,1
சொல்வார்கள்,1
யோசிக்கவில்லை,1
யோசிக்கவே,1
அதிர்ச்சியளிக்கிறது,1
லிண்டேவை,1
கடமைகளை,1
புறக்கணிக்கிறீர்கள்,1
சந்தேகமே,1
எவை,1
கருதுகிறீர்கள்,1
கணவனுக்கும்,1
குழந்தைகளுக்கும்,1
கடமைகளும்,1
கடமைகளாக,1
நம்பமாட்டேன்,1
ஒருவராக,1
நீங்களா,1
உங்களைச்,1
காணவில்லை,1
காணப்படுகின்றன,1
சொல்வதையோ,1
காணப்படுவதையோ,1
திருப்திப்படுத்த,1
சிந்தித்துப்,1
இடத்தைப்,1
விஷயங்களில்,1
நம்பகமான,1
வழிகாட்டி,1
மாறிவிட்டாய்,1
மதம்னா,1
சரியாத்,1
உறுதிப்படுத்தப்,1
போனபோது,1
ஒன்பது,1
சொன்னார்,1
என்பதைத்,1
எங்களிடம்,1
அனைத்திலிருந்தும்,1
ஆராய்வேன்,1
பார்ப்பேன்,1
வயசுல,1
இப்படியெல்லாம்,1
கேள்விப்பட்டிருக்க,1
மாட்டாங்க,1
வழிநடத்த,1
முடியலன்னா,1
மனசாட்சிய,1
எழுப்ப,1
தார்மீக,1
இல்லன்னா,1
நினைக்கிறேனா,1
பதிலளிக்க,1
குழப்பத்தில்,1
ஆழ்த்துகிறது,1
வெளிச்சத்தில்,1
பார்க்கிறோம்,1
நினைத்ததிலிருந்து,1
என்பதையும்,1
கற்றுக்கொள்கிறேன்,1
சரியானது,1
சமாதானப்படுத்திக்,1
படி,1
பெண்ணுக்கு,1
இறக்கும்,1
தந்தையை,1
சந்தித்து,1
உரிமையும்,1
நாட்களாகிவிட்டதா,1
போலப்,1
இருந்திருக்கிறது,1
வாழும்,1
நிலைமைகள்,1
உலகமா,1
நானா,1
மயக்கத்தில்,1
பிடித்துவிட்டது,1
போலிருக்கிறது,1
மனம்,1
குளிர்காலத்தில்,1
உணர்ந்ததில்லை,1
கைவிடுவது,1
பயணத்தை,1
மனதுடன்தானா,1
விளக்கம்தான்,1
காதலிக்கவில்லை,1
சொல்லலாமா,1
வேதனையைத்,1
அமைதியை,1
மீட்டெடுக்கிறார்,1
நம்பிக்கையா,1
காதலை,1
இழக்க,1
செய்தேன்னு,1
இன்றிரவுதான்,1
நடக்கவில்லை,1
நினைத்த,1
பொறுமையாகக்,1
காத்திருந்தேன்,1
கடவுளுக்குத்,1
நன்றாகவே,1
அறிந்திருந்தேன்,1
துரதிர்ஷ்டம்,1
இறுதியாக,1
உணர்ந்தேன்,1
கிடந்தபோது,1
நிபந்தனைகளை,1
ஒப்புக்கொள்வீர்கள்,1
அவரிடம்ஃ,1
வெளியிடுங்கள்,1
சொல்வீர்கள்,1
மேற்கொண்டுள்ளீர்கள்,1
ஆளாக்கிய,1
முன்னோக்கி,1
எடுத்துக்கொள்வீர்கள்,1
நம்பினேன்,1
மேலும்ஃ,1
கூறுவீர்கள்,1
நீராவி,1
தியாகத்தை,1
ஏற்றுக்கொண்டிருக்க,1
மாட்டேன்னு,1
சொல்றியா,1
கப்பலில்,1
எதிரா,1
மதிப்பு,1
எதிர்பார்த்ததும்,1
பயந்ததுமான,1
தடுக்கத்தான்,1
தற்கொலை,1
இரவும்,1
பகலும்,1
உழைப்பேன்,1
துக்கத்தையும்,1
ஏக்கத்தையும்,1
தாங்கிக்,1
கொள்வேன்,1
நேசிப்பவருக்காக,1
மனிதனும்,1
கௌரவத்தை,1
தியாகம்,1
மாட்டான்,1
லட்சக்கணக்கான,1
பெண்கள்,1
கவனக்குறைவான,1
யோசிக்கிறாய்,1
இணைத்துக்,1
கொள்ளக்கூடிய,1
யோசிக்கவோ,1
பேசவோ,1
வேடிக்கை,1
நீங்கியவுடன்,1
அச்சுறுத்தியதற்கான,1
நடக்கக்கூடும்,1
என்பதற்கான,1
கடந்துவிட்டபோது,1
நடக்காதது,1
கவனிப்புடன்,1
நடத்துவாய்,1
குளிராக,1
எழுந்திரு,1
புரிந்தது,1
அந்நிய,1
மனிதனுடன்,1
வாழ்ந்து,1
பெற்றெடுத்தேன்,1
பிடிக்கவில்லை,1
துண்டுகளாகக்,1
கிழித்துக்,1
துரதிர்ஷ்டவசமாக,1
படுகுழி,1
நிரப்ப,1
எனக்குள்,1
வித்தியாசமான,1
மனிதனாக,1
மாறுவதற்கான,1
எடுக்கப்பட்டால்,1
உதவுகிறார்,1
செய்யப்பட,1
செய்கிறது,1
மேலங்கி,1
பையுடன்,1
வருகிறாள்,1
மேலங்கியை,1
அடுப்பின்,1
அந்நியரின்,1
இரவைக்,1
சகோதர,1
சகோதரிகளைப்,1
நீடிக்காது,1
அவளைச்,1
சால்வையால்,1
போர்த்திக்கொள்கிறார்,1
சிறியவர்களைக்,1
காணமாட்டேன்,1
வசதியாக,1
இருப்பதால்,1
நாற்காலியை,1
ஆகப்,1
மனைவிதான்,1
கணவனின்,1
வெளியேறும்போது,1
சட்டப்பூர்வமாக,1
உட்காருவேன்,1
விடுவிக்கப்படுகிறார்,1
கேள்விப்பட்டிருக்கிறேன்,1
விடுவித்தேன்,1
கட்டுப்படுவதை,1
கட்டுப்பட்டதாக,1
உணரக்கூடாது,1
தரப்பிலும்,1
சுதந்திரம்,1
கொடுக்கப்பட்டுள்ளது,1
முடிஞ்சு,1
போச்சு,1
வேலைக்காரங்களுக்கு,1
உலகின்,1
உதவுகிறேன்,1
அந்நியரிடமிருந்து,1
அந்நியனாக,1
என்னவா,1
நடப்பதில்,1
நம்புவேன்,1
மாத்திட்டீங்களா,1
திருமணமாக,1
மூழ்கி,1
முகத்தைப்,1
புதைத்துக்,1
சுற்றிப்,1
காலியாக,1
மின்னுகிறது,1
பிடிக்கிறார்,1
பகுதிகளிலும்,1
செலவும்,1
தோற்றத்தைப்,1
கணம்தான்,1
கட்டுப்பாடுகளும்,1
வெளிர்,1
ஏற்றது,1
மின்னூலுடன்,1
சேர்க்கப்பட்டுள்ள,1
உரிமத்தின்,1
விதிமுறைகளின்,1
கீழ்,1
நிறமாகிவிட்டீர்கள்,1
இல்,1
ஆன்லைனில்,1
எரிவதைப்,1
